Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
MB-5190,0.547933,0.092922166,-0.062015265,-0.22692406,-0.608732,0.7731605,0.42709917,0.33608085,0.5550847,-0.36046213,0.579844,0.062673844,0.07049529,0.017311985,0.18509282,-0.0449837,-0.67590475,0.24554938,0.050275385,-0.75914776,0.42968714,0.6967869,0.33374295,0.03652576,-0.078486845,-0.59473777,0.1296,0.611939,0.006045878,0.058375046,-0.03776612,0.07806041,-0.37334213,0.1693309,0.058789816,-0.18279955,-0.5353964,0.2030909,0.6714383,-0.5054334,0.11860226,0.40121245,-0.053537168,-0.25723678,-0.15846331,0.35406235,-0.08251724,0.4164319,-0.21783185,-0.37824818,0.6043037,0.006446506,0.15954588,-0.17335477,-0.07321355,0.33543095,-0.63616997,0.39371645,-0.680346,0.6318106,0.8204352,-0.2903362,0.2113478,0.0948853,0.51366884,-0.3758453,0.40020728,0.0626844,-0.6613895,0.22917989,-0.39547208,0.023649417,0.1657623,0.062728226,-0.22151572,-0.25994873,0.32646096,0.30573326,0.3660315,-0.050307862,0.42366365,-0.22669125,-0.035711743,0.33495536,0.5254215,-0.44634062,-0.4025165,0.35857648,-0.1512043,-0.22535114,-0.5761694,0.28517485,0.30149677,-0.092068546,-0.43492895,0.4066624,-0.042773336,-0.58377594,-0.08250159,0.4027171
MB-5191,0.25366458,-0.81191045,0.08380831,-0.3325597,0.58313227,-0.13597912,0.36777237,0.2322804,0.26813704,0.22761846,0.24307764,-0.10065529,-0.13712364,-0.1731791,0.57349354,-0.3636067,-0.31617242,0.19271229,0.2622545,0.09062181,0.051012564,0.53005195,0.51548797,-0.046406437,0.04434266,0.39049947,0.07964006,0.05198317,-0.40796408,0.0402112,0.13162199,0.4155454,0.33807993,-0.26346344,0.4985606,-0.32474452,-0.1135262,0.2665849,0.18318559,0.039788872,-0.22066958,-0.15885341,0.006502986,0.027787752,0.3072609,0.1116706,-0.26044655,-0.6194577,-0.018030956,0.008379199,-0.12198616,0.0042105652,0.0626703,-0.35699746,-0.2108036,0.49628532,-0.040937353,0.3569883,-0.119733356,0.19873917,0.41051978,-0.11487316,-0.38147962,0.3295079,0.077413395,-0.059071153,0.3069622,-0.089908406,-0.06368137,0.3364005,0.1611045,0.5842221,0.15348259,-0.11711497,-0.3389814,-0.09618266,0.6297931,0.21513262,0.017806817,0.15640196,-0.029602475,-0.48126587,0.35381773,-0.22252072,0.2898299,-0.40364468,-0.25180107,-0.39798656,-0.1338218,0.13353994,-0.6044438,-0.6095452,0.3222731,0.39407462,0.096236184,-0.09331486,-0.5538029,0.2882797,-0.35899457,0.5443218
MB-5193,0.54525095,-0.1035689,-0.18346074,0.02756071,0.25740507,0.41230375,-0.086349435,0.026286414,0.3908512,-0.29006445,-0.12668924,0.11789922,-0.41509148,-0.6672141,-0.27704614,-0.19381623,-0.27889886,0.40195626,-0.052265823,0.33686608,0.43721494,-0.40350807,0.41253448,-0.089881904,-0.15043576,0.003309149,0.25826117,-0.3441606,0.42182663,-0.075839564,-0.19441587,0.29979563,-0.042024605,0.46510187,0.32900837,-0.18435732,-0.10088859,-0.36655352,0.018962035,0.03975566,-0.0137989335,-0.35946774,-0.0562919,-0.11592679,0.022508524,-0.030226666,-0.56555957,0.18094867,-0.02011255,-0.41718972,-0.038206734,0.2784552,0.09067175,-0.054027442,0.23682152,0.4210434,-0.05670345,0.03419152,-0.28967786,0.45873272,0.29283762,0.27785656,0.17789921,-0.28994948,0.3454708,-0.20102173,-0.26112142,-0.07577057,0.13459465,-0.52293354,0.21618293,0.20852539,-0.015015192,-0.22572024,-0.30263317,-0.3518595,-0.1775868,0.06321392,-0.18506497,-0.6232275,0.38852334,0.44077057,-0.076592684,-0.20844913,-0.18327054,-0.12414177,-0.512199,-0.476364,0.39178702,0.20729345,-0.19242272,0.28922138,0.24190025,0.21496883,0.118725926,-0.07999263,-0.4605266,-0.2258509,-0.13331716,-0.21833472
MB-5197,-0.30458948,-0.59951115,0.26956853,-0.12558305,0.04448178,0.36987314,-0.3799259,-0.2950131,0.19660205,-0.6820609,-0.06125748,-0.5282037,-0.42568415,0.54265654,0.61346084,-0.41267675,0.50835305,0.2101693,0.20793134,-0.036552057,-0.28626835,0.024926886,-0.11273363,0.0011005339,0.75907475,0.45430303,0.18835378,-0.11673789,0.48021743,0.3753694,0.2619287,0.78405005,0.70337385,0.1709872,0.048519358,0.4188574,-0.028047383,0.30456272,-0.21553273,0.5995903,-0.2821381,-0.6465091,0.33765143,-0.2505438,0.3337979,-0.50730604,0.17926145,0.24802521,0.5000634,0.32523406,0.3118105,-0.75812614,0.0022129864,-0.679737,0.7190139,0.40116966,-0.09197331,0.4936598,0.116892755,-0.2617376,0.05072035,0.4386202,0.06844044,0.49183565,-0.045643322,-0.4823443,-0.59001744,0.26044753,0.123941585,0.007645935,0.6001098,-0.70045316,0.05908534,0.09557542,0.11065428,-0.6521759,-0.08141546,-0.7495963,0.03356067,-0.49499094,0.05435365,0.08897453,0.41169718,0.008160324,0.36933702,-0.25808966,-0.2510896,-0.2821508,-0.67584217,-0.013774738,-0.2600301,-0.48998496,-0.81216687,-0.5951545,0.14460586,0.0029098615,0.10165537,0.34275496,-0.5329834,0.06650697
MB-5200,0.35996625,-0.13734446,0.022490554,-0.4700904,-0.12693207,0.5574561,0.59178895,0.24483123,0.3110393,0.66651434,0.1701817,-0.7137795,0.6256186,-0.33959588,0.33193117,0.11594131,0.19563067,0.05086179,0.18236326,0.15164007,-0.08325446,-0.02404277,-0.40387008,-0.85036373,-0.031997785,-0.008356169,-0.16622493,-0.84271026,-0.027612507,-0.03774634,0.23477316,-0.036133394,-0.3560316,0.027806938,0.6288654,-0.5382971,-0.0028504506,0.0663611,0.60272515,0.1942028,-0.30594254,-0.15156011,-0.44251806,-0.33534455,0.38448524,-0.29595017,-0.5384612,-0.30427468,-0.36808014,-0.35870013,0.040657714,0.15498084,-0.15586387,-0.07584842,0.2995246,0.41173494,0.558346,0.057782106,-0.71613675,-0.47391954,-0.7508544,0.33795607,-0.6661903,-0.18638298,-0.14111465,-0.58988345,-0.8376253,0.0183159,0.41309407,0.72875285,-0.049525544,-0.6094779,-0.5786967,0.3309406,0.12031891,0.011730611,0.25012866,0.1543031,-0.05019994,-0.018187925,0.42137235,-0.5192143,-0.08042446,0.011703089,0.5241135,0.028786227,-0.42463005,0.16168243,-0.0062522665,0.45490855,-0.70581734,-0.027415313,0.15163127,0.13583358,-0.458263,0.06980572,-0.082027584,-0.7795697,-0.014122933,0.20155968
MB-5205,0.57770175,-0.8517132,-0.47760832,-0.0044397265,-0.8901034,0.22275518,-0.12553838,-0.43726957,-0.34630254,0.24183774,-0.08216064,0.35221422,-0.6854877,-0.28088787,0.07743062,-0.82515836,-0.28867802,-0.10970824,-0.1637229,0.7140563,-0.7489535,0.47964102,-0.5099117,-0.6785911,-0.077730924,0.17945325,0.04744663,-0.58895224,0.21952695,0.09274408,0.65400124,0.14882976,0.51706994,-0.0047417954,0.8917227,0.13396254,0.28136337,-0.14675003,0.06966753,0.11837677,-0.8852565,-0.092988685,0.09503196,-0.11083104,0.70108974,-0.46678033,-0.41405058,0.6894876,-0.16398583,-0.24240315,0.015639886,-0.013595518,0.58259654,0.7802861,-0.26314965,-0.2860099,0.88780785,0.212362,-0.49943593,0.012651108,-0.2852463,-0.6693109,-0.48888046,-0.4227187,0.32358578,-0.57266027,-0.20498082,0.09153392,-0.56697106,0.27455458,-0.71345186,-0.26106754,-0.7004063,0.6572468,0.33957344,0.18726178,0.7073962,-0.0067699067,-0.034675308,-0.21281084,0.7212751,-0.114062995,0.74879974,-0.20510396,-0.28988165,0.26135716,0.3423328,0.22371784,-0.54887277,-0.5560235,0.232236,-0.042288646,-0.06226097,0.14666717,-0.4593887,-0.50856614,0.24013925,-0.57002443,-0.36207026,0.6098563
MB-5208,0.3167646,-0.58163214,0.2596594,-0.13474934,-0.57953095,-0.25468826,0.4165088,-0.6595685,-0.42091608,0.52858764,0.023560435,0.13952199,0.07004973,0.5663235,0.84424055,0.45221037,-0.21914004,-0.04822621,-0.62660605,0.33394274,0.41122758,0.29014575,0.092093505,-0.28889054,-0.45716137,-0.47624668,-0.5285434,0.31139886,0.076483175,0.4921974,-0.10243003,0.25753903,-0.09012841,0.4137411,0.2700872,0.01912371,0.6906303,-0.1723639,-0.8229102,-0.7837934,0.30573523,-0.4243533,0.6044809,-0.36873925,-0.6300335,0.18249857,-0.20552313,-0.24893163,0.22071001,-0.11021225,0.0012452798,0.10308034,0.4868356,0.68839794,-0.5662872,0.0045474917,0.24963924,0.8251907,0.057535306,-0.13462934,0.274988,-0.22854826,0.14095078,-0.70557606,0.123556726,-0.3354215,-0.30509686,-0.60681945,0.15458609,0.19491166,-0.3017985,-0.81228834,-0.19740948,0.33941752,-0.43446547,0.118791625,0.07044533,-0.48573834,-0.42276782,0.032129645,-0.5359606,0.23029907,0.04523252,-0.4916615,0.37413555,-0.031695552,-0.011464745,0.32183075,-0.5236613,0.57731783,-0.0016040169,-0.575239,-0.31433815,-0.27582738,0.68051606,0.081437826,0.13279912,0.10655592,-0.6390902,-0.0038094297
MB-5209,0.4042158,-0.12520182,0.72716826,0.3529414,0.15468036,-0.23014912,-0.1164796,0.45930624,-0.032027412,-0.19540265,0.24020606,-0.68311465,0.5078495,0.40166232,0.4766465,-0.35966992,-0.25400895,-0.73114085,0.6929277,-0.461118,-0.22205226,0.27530596,0.38616428,-0.052698597,0.18767664,-0.29715097,-0.12592016,0.33896825,-0.340823,-0.10805122,-0.100018926,-0.72835934,-0.5214362,0.051233977,0.22614117,0.12829027,-0.31827134,-0.7086849,-0.21152718,0.49114558,0.11973962,0.43409368,0.50739884,-0.4021835,0.15140747,0.4239201,-0.18472697,0.72415924,0.118402205,0.27459198,0.7101524,0.09822589,0.57529294,0.74527943,0.54678524,0.31511018,-0.35597554,-0.024283104,-0.31683397,-0.01790502,0.28831327,0.42310166,0.5801578,0.32233447,-0.022594366,-0.0696466,0.42983148,-0.18946409,-0.061182007,0.6837015,-0.24457827,-0.09065122,-0.55315703,0.57486683,0.08064958,-0.5413016,0.18091637,0.282435,0.64417857,0.33643952,-0.08841928,-0.004831955,-0.27413896,-0.21236649,-0.10681333,0.3025274,0.34394568,0.14815708,0.0024269347,0.28791586,0.6308559,0.72891176,-0.50545496,-0.34976116,0.25401512,0.81682366,-0.31385413,-0.2716294,0.2764192,0.8061131
MB-5211,-0.11294195,0.025155969,-0.5953268,0.17961395,0.12268227,0.015883423,0.14152576,0.74179304,0.10787333,0.23791572,-0.38744628,-0.42536962,-0.08113053,0.10077043,0.73084474,0.1928974,0.3317954,0.07388679,0.04147929,0.62917894,0.0748076,-0.34133774,-0.26569262,0.0747783,-0.4421142,-0.31331694,0.55055135,-0.089136645,-0.18385202,-0.44653141,-0.05998938,0.38705978,0.4273576,0.22607684,-0.10930139,0.54945594,0.4543121,-0.14983532,-0.04998475,-0.20753014,0.0076521114,-0.2114617,0.42098486,0.00803975,0.26599345,-0.3601405,-0.27396628,0.47846767,0.24275579,0.1255284,0.3526436,-0.017845638,-0.15192306,0.10605453,0.73813546,0.41306955,0.0150104165,0.21321937,0.2993623,0.101836786,-0.48332596,0.66885346,-0.38572153,-0.07320538,-0.46626806,0.5029294,0.39201415,-0.045914777,0.21735154,0.104880914,-0.30666736,-0.05515611,0.24526969,-0.058541924,-0.20928416,-0.23215623,0.015782846,-0.5691641,-0.115562305,-0.48672393,-0.32021427,0.33721972,-0.0112782605,0.09616336,-0.11521264,-0.12939969,0.090990685,-0.20402583,-0.17101109,0.29397503,-0.3918447,-0.0971299,-0.3986176,-0.7520449,0.061926305,0.7144715,0.18016711,0.016586296,-0.6453008,-0.01935368
MB-5212,-0.003510289,0.05352281,-0.38577828,-0.22575893,0.22893292,0.35267287,-0.26449794,-0.2708316,0.052395012,0.71256864,0.07005096,-0.69073397,-0.019926416,0.65734535,0.05380042,-0.009841306,-0.21155477,-0.32390016,-0.3199454,0.35458338,0.5002287,0.22867072,-0.267543,-0.3224368,0.0826955,-0.097064085,-0.19266018,-0.45524767,0.5162083,0.089628845,-0.11435287,0.5126741,0.21153675,-0.5432936,-0.74205875,0.20642582,0.23330231,0.31862688,0.023421392,0.49333173,-0.31458953,-0.34141698,0.13277385,-0.29130435,0.6430427,0.01602579,-0.107470796,-0.2363014,-0.30258793,0.2885477,0.26256374,-0.107205376,0.25621313,-0.004351206,0.55043626,-0.63801444,-0.034165077,-0.21261674,-0.36702847,0.10405992,0.22314686,0.19636555,0.016650047,-0.34954426,0.13712765,-0.23195261,-0.07692018,-0.2478796,-0.650231,0.16623214,0.267622,-0.09852013,-0.25009632,0.033513896,-0.31875,0.10946907,0.6053925,-0.23515345,0.19169089,-0.07978587,0.1947102,0.17576234,-0.12659463,0.5182743,0.35882613,0.21967378,-0.7040632,-0.21171704,0.45830318,-0.093219,-0.01574903,0.4363589,-0.3249694,-0.53523964,0.5942092,-0.593713,0.16666242,0.36411917,-0.59593326,-0.26742378
MB-5214,0.13109164,-0.33353683,-0.4472639,0.15551355,-0.35457528,0.42447546,0.19205582,0.25124097,0.47228724,-0.039650448,-0.010898843,-0.14948463,-0.25879633,-0.08659752,0.11579835,-0.5618024,-0.7869426,0.23562321,-0.2702297,-0.26804355,0.2472796,0.42336625,0.48853523,-0.29298633,-0.1569638,0.0417528,0.18595363,-0.17646039,-0.48918855,-0.14883663,0.43996492,-0.14847718,0.5758141,-0.43477637,0.3183111,-0.26587152,0.2493112,0.51477903,0.11184347,-0.58830315,-0.36415482,0.62689924,-0.39318025,-0.01034534,0.591066,0.29896814,0.29979134,-0.1302149,0.3804344,0.116031066,-0.18207777,-0.27345118,-0.34891945,-0.05704426,-0.09288408,0.32395208,-0.23499168,0.55935395,-0.2431608,0.28712305,0.18673995,0.18530436,0.0019094199,-0.5235958,0.004511051,0.03502591,-0.022306133,0.007285203,-0.14438923,0.11597295,-0.3131917,-0.05990074,0.022110738,-0.16709548,-0.03568651,0.001645647,0.15271917,-0.07755553,0.009566523,-0.22332224,0.03998823,0.07027238,0.521963,-0.090756856,-0.11402668,-0.46276632,-0.6935738,-0.060518235,-0.725124,-0.030617762,-0.60010177,-0.045231,0.35562968,0.30654716,0.11095925,0.31930104,-0.33430973,-0.09488414,0.28323436,-0.22808135
MB-5215,0.53148866,-0.021435656,0.23136862,-0.4772517,0.050919063,0.10668586,0.27314013,0.14949015,0.39188552,0.56474787,0.3130507,-0.10628127,-0.07190071,-0.04199615,-0.20426932,-0.16605595,-0.04451698,-0.03931126,-0.18810004,0.3593861,0.22911249,0.13437259,0.38228282,-0.2895866,0.24979918,0.3704428,0.36000115,-0.15575686,0.18257473,-0.5153168,0.12867785,0.3500358,0.1581317,-0.5296132,-0.37206754,-0.0063669607,0.67680746,-0.31318152,0.64463127,0.4112705,0.0103418045,-0.7911562,0.48800498,-0.74942636,0.27420172,0.055977777,-0.19054934,0.064875245,0.02136974,0.27198258,-0.056921452,-0.34826016,0.15940244,0.6445862,0.035040617,0.5703974,0.13904616,0.0018000826,-0.65160346,-0.21854846,-0.703783,0.2908147,-0.08105011,-0.0068495497,-0.62771916,-0.23627213,-0.122962646,-0.5626714,-0.040360875,-0.17389315,0.15387115,0.23713762,0.09162511,-0.49602482,0.07622453,-0.47368306,0.073410586,0.18507679,0.64566946,-0.63412595,0.21421722,0.16178839,0.12844822,-0.19275919,0.23094602,0.060777992,-0.4526674,0.21759021,0.7812763,0.41950735,-0.4188471,-0.2398242,0.5633083,0.0056478903,0.06128954,-0.32270473,0.22010463,-0.12528667,0.010510738,-0.12215261
MB-5218,-0.114028,0.31934544,-0.49665087,-0.3534067,0.66559947,0.25422642,0.5943786,0.41384768,-0.39356032,0.15709977,0.01588437,-0.2851258,0.7032618,-0.19354825,0.63653314,0.38062352,-0.70313746,-0.29304576,-0.1635586,0.14249536,-0.06345947,-0.0078734085,-0.34280202,-0.30820596,0.07080848,0.00067780446,-0.51508015,-0.19477329,-0.07419686,0.032342937,-0.4203581,0.4647472,0.051356215,0.1808083,-0.50411993,0.008375682,0.3056283,-0.15910299,-0.09948875,0.20658152,-0.072405554,-0.52744347,-0.13656953,0.32439542,-0.020358786,-0.089596316,-0.4167712,0.5658803,-0.25070623,0.571141,0.15872422,0.093364105,0.7281527,0.45025206,-0.065088905,0.059809424,-0.38899148,0.082261294,0.554353,-0.16682386,-0.235367,0.42846364,0.30957478,-0.45904562,-0.5280954,0.21111974,0.15828797,-0.37411943,-0.3201521,0.06724964,0.28425735,-0.49684495,0.07687777,-0.26166338,0.62226605,-0.13159147,0.5034232,0.002334796,-0.4117964,-0.764436,-0.15702036,-0.61665344,-0.27502832,-0.19033203,0.4893829,-0.08259563,-0.24333164,0.31477422,-0.33895773,-0.22861463,-0.5815772,0.2999466,0.39488974,0.3891915,0.5461766,0.46151572,-0.023646053,-0.019982204,-0.44255063,-0.13947007
MB-5221,-0.4805293,0.06733139,-0.050587792,-0.20620412,-0.2610258,-0.22271042,-0.542068,0.18591473,0.06223312,0.12335593,0.44594187,-0.028024249,-0.1397801,0.22617155,0.3692497,-0.334292,0.42996943,0.08914973,-0.18870223,0.45039007,0.17726952,-0.037027113,0.0621861,0.07868837,0.3824044,0.59910893,-0.022273526,-0.09052728,0.20222619,0.015012279,-0.36078233,0.30616418,0.74702007,0.07983431,-0.1389622,-0.008807927,0.03353155,-0.2772436,-0.2787257,0.2775134,-0.21252999,-0.3598651,0.4101238,-0.36569864,-0.07227071,-0.32834318,-0.15527375,-0.055738762,-0.27335528,0.13389741,-0.17771572,-0.011688244,0.024086066,0.43399143,-0.0050557405,0.06545977,0.11920434,0.033340577,-0.15156484,0.31592965,0.10746908,0.33835942,0.022765696,0.10728219,0.17533204,0.4151144,0.5537757,-0.07767166,0.18652567,-0.04135769,0.20929302,0.349069,0.20086636,0.1315316,-0.14023729,0.29944935,0.6047001,0.1411159,-0.18708532,-0.5190974,0.2420446,-0.17800087,-0.19482593,-0.23191063,0.19105986,0.055039704,-0.40466043,-0.15177414,0.42501718,0.34075153,0.17271885,0.09105247,0.10627,-0.10305568,0.083843306,-0.30858874,-0.49705338,0.0016347915,-0.39816684,0.77197456
MB-5222,0.0653222,0.3195673,0.09104427,0.25938013,-0.38945282,0.29808226,0.014039345,0.18443453,-0.036461562,0.26693994,-0.4649408,0.09908398,-0.22533637,0.017144095,-0.16164058,0.0610271,-0.12431869,-0.25368613,-0.22884639,-0.19081217,-0.5361558,0.13691446,0.19681253,-0.13927178,-0.23873919,0.5221029,-0.2713326,-0.08809763,-0.20242554,-0.18373944,-0.10390724,-0.06803084,0.24453095,-0.23570661,0.12741813,0.24650924,-0.21708997,-0.28345454,0.031283095,0.17054008,0.4764703,0.32097167,0.60152376,-0.09857089,-0.25442868,-0.181537,-0.034025498,-0.040857047,0.082481384,-0.041602522,0.35600713,0.031233989,0.17205895,0.24585874,0.48979458,-0.09645829,0.15173298,0.062720075,-0.029279172,-0.043123603,0.15510702,-0.05132447,-0.00551676,-0.3520013,0.22664444,-0.15089336,0.12387753,-0.0598581,-0.3948067,0.27667266,0.3296712,-0.46142948,0.15815815,0.3128548,-0.22361313,0.4529792,0.21992365,0.4152244,0.48194587,-0.2793187,-0.2176049,-0.17998005,-0.041904442,0.14155138,-0.2666939,-0.074134275,-0.1817165,-0.12500225,-0.06639547,-0.13921574,0.5747704,0.53532994,-0.4924767,-0.64030844,0.23104788,0.18242373,-0.16832367,-0.29433584,-0.24125761,0.18315609
MB-5223,0.33607274,0.57609254,0.50711733,0.20560838,-0.4996507,0.44532964,-0.10174997,-0.11392539,-0.50925547,0.07579641,-0.012742822,0.27266046,0.7325815,0.41938204,-0.7899934,0.5316204,-0.14719842,0.479379,0.113012366,0.2885998,-0.2786851,-0.20113832,0.18036518,0.0026782453,-0.81156844,0.04161381,-0.24233468,-0.025938485,0.25020617,-0.06370272,-0.101230584,0.38527703,0.30543873,-0.5987708,0.6061159,-0.20639354,-0.17237423,-0.0045486987,0.6544656,-0.23607297,-0.47722304,-0.589193,0.63760567,0.34470212,0.65552986,0.313116,-0.3222717,0.015959457,0.26464945,-0.027026694,0.23254253,0.4417923,-0.47928768,-0.15858462,-0.15647931,-0.021989547,0.634809,0.24816385,-0.5705101,-0.36154208,0.10932015,-0.2246388,-0.08980067,0.0431268,-0.11034306,-0.5394678,-0.31832612,-0.37875837,-0.43383062,0.67506707,-0.086972386,-0.8313737,0.36207414,0.23523442,-0.66418624,0.54622203,0.39786643,-0.36895895,-0.30949777,-0.3688007,-0.25360522,-0.15982795,0.30705723,0.2016615,0.1405373,-0.72520775,-0.3280264,0.28325516,-0.2531981,0.31459153,-0.17727835,0.10607791,0.40520245,0.5940026,-0.30781868,0.6221367,-0.2859274,-0.056216374,-0.33034515,-0.50764954
MB-5224,0.24062313,0.29149264,-0.1540165,0.31991172,0.26147476,0.0655352,-0.2927828,0.03034158,0.29876775,-0.33215815,0.41940847,0.18754292,-0.13389738,-0.29944018,-0.1605921,-0.016415268,-0.06163843,0.06364522,0.08139473,0.10521013,-0.081054375,0.12602374,0.14400667,-0.19396263,0.11564678,0.14561328,-0.11566642,-0.5551394,0.2765184,0.17120609,-0.23953235,0.48652813,-0.034589797,-0.6021579,0.016314775,-0.38640592,0.036250576,-0.07257356,-0.2204331,-0.060615323,-0.050441187,-0.111052394,0.110771745,0.26319936,0.0998087,-0.035121515,0.07975145,-0.2895627,-0.18332236,0.2332316,0.25545448,0.11193092,0.15467948,0.02762495,0.14677583,0.25913212,0.2831836,0.067032926,0.06412261,0.15940759,0.22298138,0.19857593,-0.46587923,0.33720043,0.102237344,0.028855138,0.3339708,0.016513828,0.40167823,0.29443276,-0.056504667,0.041430783,-0.409139,0.4921195,0.067202404,0.05510039,-0.16033442,-0.06408402,-0.19505131,-0.25488704,-0.34497684,-0.12444161,0.043007866,0.11606621,-0.009224787,-0.3786111,-0.32776335,-0.56293756,0.49642873,0.659271,-0.2295852,-0.19220415,0.33909717,-0.3833419,0.006916767,0.21460943,-0.22170927,0.14653686,-0.3548416,-0.03064811
MB-5225,0.40072006,-0.018691123,-0.06801689,0.23744997,-0.2596863,0.039061196,0.22108947,-0.017307863,-0.22208814,-0.15516752,-0.4420817,0.036569588,-0.32592365,-0.033355884,0.37795797,-0.19836688,-0.2147112,-0.37891585,-0.19468029,0.4382106,-0.32499585,-0.056638636,0.19573835,-0.04902538,0.053169888,0.21390729,-0.35220015,0.039007828,-0.12762883,0.11842956,0.051141687,-0.26228616,-0.113798216,-0.40640408,-0.32873172,0.14927414,0.5082406,0.14423607,0.048705295,-0.052726373,-0.173363,-0.092220895,0.050006513,-0.46893746,-0.42164287,0.26081073,-0.20370066,0.6281895,-0.09638185,0.26448688,0.27623245,0.13952048,0.09206538,0.37123567,0.08952114,0.4153407,0.25870126,0.48586562,0.3157583,0.1385313,0.08292003,0.16922857,0.37199593,-0.3626017,0.12744373,-0.34113052,0.59813696,0.012249485,0.21692377,0.44979227,-0.17695087,-0.558962,-0.3238066,0.53848463,0.000584119,-0.19157769,0.34954742,-0.28630057,0.2021247,0.102725655,-0.19960362,0.19638258,-0.18550043,-0.04920337,0.19899133,-0.025829598,0.54799545,-0.3479284,0.27380002,-0.66016793,0.72992116,0.66248107,-0.0716462,0.041073576,0.17515275,-0.1803834,0.33240232,0.18713513,-0.58444273,-0.065456524
MB-5226,-0.13689572,0.14019199,-0.405689,-0.19042139,-0.100948595,0.46198228,0.0463472,0.38866264,-0.12973131,-0.2295173,0.18536046,-0.4253212,-0.40188,0.39612392,0.15340301,-0.1011574,-0.24465674,0.010093879,-0.25757506,0.59433407,-0.10225316,-0.13950406,0.36286733,0.3472799,0.29428214,-0.07091889,-0.022724673,-0.67806625,0.23449478,-0.27601448,-0.15870112,-0.27947253,-0.27549413,-0.24718395,-0.42378032,-0.00625759,0.10944927,0.005691193,-0.13874629,-0.32243112,0.36733705,-0.5327954,-0.27137733,-0.19118029,-0.2590778,0.43767303,-0.50679404,0.23796022,-0.29947773,0.41747174,-0.18899466,0.080572456,-0.3766837,-0.26872283,0.2343644,0.3855945,0.043152712,0.51937175,0.31089118,0.13897635,0.06241353,-0.17658442,0.0547279,0.13097146,-0.22211751,0.2887501,0.32228824,0.5719945,0.29994965,0.5470172,0.7042141,-0.24484599,-0.19387919,0.35482797,-0.42650715,-0.4224807,-0.23697639,-0.108434245,0.16057464,-0.50496054,-0.031203672,0.043689474,0.20018214,0.08389136,-0.033966772,0.5284576,-0.3904565,-0.22110188,0.3267021,0.5839528,-0.85207295,-0.040099148,0.10294983,-0.6353165,-0.2021152,0.36576957,0.08226666,0.06550343,0.18351726,0.15078257
MB-5227,-0.21368419,0.038989544,-0.11809534,0.19307435,0.041891176,0.23687786,-0.046096608,0.24439889,0.19362666,0.598767,0.06772804,-0.10824485,-0.3242301,-0.01359801,0.22937025,-0.18317077,-0.19611567,-0.06340107,-0.19302996,0.15387611,-0.14322507,0.26274565,0.12825996,-0.032534927,0.16578728,0.07614181,0.04797867,-0.17622906,-0.027659789,-0.33845025,0.06884162,0.21532765,-0.1699459,-0.12520653,-0.07462425,0.34174228,-0.0544511,-0.13935159,-0.4997919,-0.22935855,-0.07188499,0.06455584,-0.10028187,-0.16079354,0.09768164,-0.29409495,-0.036023792,0.5545515,0.15654677,0.15240659,-0.4955377,0.10861315,-0.36847642,0.41069096,0.30103433,0.020899437,0.08179943,-0.038978487,0.22478835,-0.19177876,-0.22010006,0.6690464,-0.3831499,0.24660143,0.0450278,-0.061917637,0.313807,0.052214887,0.20294309,0.3306787,-0.032344323,-0.2286579,0.13546008,0.25490484,-0.29297033,-0.09081652,-0.02493807,-0.62027806,0.067900546,-0.41101468,0.110366926,0.5060953,-0.0826544,-0.07946065,-0.38875175,-0.13001257,0.22389278,0.30687237,0.20047551,0.19092639,-0.23186706,0.12539794,0.49969143,-0.2526428,0.31197855,0.52529126,-0.2893366,0.1232306,-0.59340364,0.090927556
MB-5230,0.12605001,0.022594344,0.055554636,-0.16475894,-0.028550357,-0.2705811,-0.27921978,-0.17779808,-0.3960101,-0.13339433,-0.4450652,0.077721626,-0.015946764,0.20312746,-0.14402893,-0.36944282,-0.38260797,0.41353786,-0.1778425,0.018918097,0.1221623,0.24236381,0.051718652,-0.06067522,-0.1382835,-0.20125312,0.064972006,-0.16826501,0.22373527,0.14047112,-0.05080252,0.3031721,0.34019092,0.2247155,0.26587152,-0.26283777,-0.058943003,0.56589496,-0.07823855,0.20878285,0.24125355,-0.1473524,-0.26436082,-0.084121265,0.10797471,-0.0008775592,0.38021806,-0.009855507,0.1560799,0.12618968,0.13716063,-0.20618257,0.25056177,-0.040254623,0.11412339,0.41138485,-0.15118314,0.33608246,-0.020019136,0.21438524,0.10143995,-0.18209293,-0.1707191,-0.35699788,0.025322646,0.24409765,0.4677491,-0.015510922,0.20881636,0.3042009,0.13447674,0.11763354,-0.03978751,0.3826418,0.19737117,-0.32018122,0.17995715,-0.12057009,0.06728846,-0.28416336,-0.58418155,-0.17396513,-0.06165474,-0.12745789,-0.12604688,-0.034343034,-0.5376914,-0.04340833,0.4634749,0.27003044,-0.081436366,0.44430065,0.35857674,0.06125135,0.12858798,-0.049787752,-0.14896597,0.016612612,-0.17824271,-0.1273799
